Heading_ID	Parent_Heading_ID	Depth	Heading_Level	Heading_Number	Heading_Text	Start_Line	End_Line	Est_Tokens_Inclusive	Est_Tokens_Exclusive	Measure_Method
ur_e26_HD_040	ur_e26_HD_038	5	Sub-sub-paragraph		4.2.4.2 Rationale	451	456	143	143	tiktoken
ur_e26_HD_041	ur_e26_HD_038	5	Sub-sub-paragraph		4.2.4.3 Requirement details	457	488	746	746	tiktoken
ur_e26_HD_042	ur_e26_HD_038	5	Sub-sub-paragraph		4.2.4.4 Demonstration of compliance	489	528	619	619	tiktoken
ur_e26_HD_043	ur_e26_HD_022	4	Sub-paragraph		4.2.5 Wireless communication	529	580	715	10	tiktoken
ur_e26_HD_044	ur_e26_HD_043	5	Sub-sub-paragraph		4.2.5.1 Requirement	531	538	86	86	tiktoken
ur_e26_HD_045	ur_e26_HD_043	5	Sub-sub-paragraph		4.2.5.2 Rationale	539	546	142	142	tiktoken
ur_e26_HD_046	ur_e26_HD_043	5	Sub-sub-paragraph		4.2.5.3 Requirement details	547	558	160	160	tiktoken
ur_e26_HD_047	ur_e26_HD_043	5	Sub-sub-paragraph		4.2.5.4 Demonstration of compliance	559	580	317	317	tiktoken
ur_e26_HD_048	ur_e26_HD_022	4	Sub-paragraph		4.2.6 Remote access control and communication with untrusted networks	581	655	1389	17	tiktoken
ur_e26_HD_049	ur_e26_HD_048	5	Sub-sub-paragraph		4.2.6.1 Requirement	583	586	33	33	tiktoken
ur_e26_HD_050	ur_e26_HD_048	5	Sub-sub-paragraph		4.2.6.2 Rationale	587	590	175	175	tiktoken
ur_e26_HD_051	ur_e26_HD_048	5	Sub-sub-paragraph		4.2.6.3 Requirement details	591	614	502	502	tiktoken
ur_e26_HD_052	ur_e26_HD_048	5	Sub-sub-paragraph		4.2.6.4 Demonstration of compliance	615	655	662	662	tiktoken
ur_e26_HD_053	ur_e26_HD_022	4	Sub-paragraph		4.2.7 Use of Mobile and Portable Devices	656	710	837	14	tiktoken
ur_e26_HD_054	ur_e26_HD_053	5	Sub-sub-paragraph		4.2.7.1 Requirement	658	661	73	73	tiktoken
ur_e26_HD_055	ur_e26_HD_053	5	Sub-sub-paragraph		4.2.7.2 Rationale	662	665	76	76	tiktoken
ur_e26_HD_056	ur_e26_HD_053	5	Sub-sub-paragraph		4.2.7.3 Requirement details	666	669	70	70	tiktoken
ur_e26_HD_057	ur_e26_HD_053	5	Sub-sub-paragraph		4.2.7.4 Demonstration of compliance	670	710	604	604	tiktoken
ur_e26_HD_058	ur_e26_HD_015	3	Paragraph		4.3 Detect	711	821	1481	45	tiktoken
ur_e26_HD_059	ur_e26_HD_058	4	Sub-paragraph		4.3.1 Network operation monitoring	715	778	884	11	tiktoken
ur_e26_HD_060	ur_e26_HD_059	5	Sub-sub-paragraph		4.3.1.1 Requirement	717	720	38	38	tiktoken
ur_e26_HD_061	ur_e26_HD_059	5	Sub-sub-paragraph		4.3.1.2 Rationale	721	724	102	102	tiktoken
ur_e26_HD_062	ur_e26_HD_059	5	Sub-sub-paragraph		4.3.1.3 Requirement details	725	738	159	159	tiktoken
ur_e26_HD_063	ur_e26_HD_059	5	Sub-sub-paragraph		4.3.1.4 Demonstration of compliance	739	778	574	574	tiktoken
ur_e26_HD_064	ur_e26_HD_058	4	Sub-paragraph		4.3.2 Verification and diagnostic functions of CBS and networks	779	821	552	16	tiktoken
ur_e26_HD_065	ur_e26_HD_064	5	Sub-sub-paragraph		4.3.2.1 Requirement	781	784	73	73	tiktoken
ur_e26_HD_066	ur_e26_HD_064	5	Sub-sub-paragraph		4.3.2.2 Rationale	785	790	108	108	tiktoken
ur_e26_HD_067	ur_e26_HD_064	5	Sub-sub-paragraph		4.3.2.3 Requirement details	791	794	41	41	tiktoken
ur_e26_HD_068	ur_e26_HD_064	5	Sub-sub-paragraph		4.3.2.4 Demonstration of compliance	795	821	314	314	tiktoken
ur_e26_HD_069	ur_e26_HD_015	3	Paragraph		4.4 Respond	822	1001	2688	48	tiktoken
ur_e26_HD_070	ur_e26_HD_069	4	Sub-paragraph		4.4.1 Incident response plan	826	883	886	11	tiktoken
ur_e26_HD_071	ur_e26_HD_070	5	Sub-sub-paragraph		4.4.1.1 Requirement	828	831	75	75	tiktoken
ur_e26_HD_072	ur_e26_HD_070	5	Sub-sub-paragraph		4.4.1.2 Rationale	832	837	129	129	tiktoken
ur_e26_HD_073	ur_e26_HD_070	5	Sub-sub-paragraph		4.4.1.3 Requirement details	838	852	251	251	tiktoken
ur_e26_HD_074	ur_e26_HD_070	5	Sub-sub-paragraph		4.4.1.4 Demonstration of compliance	853	883	420	420	tiktoken
ur_e26_HD_075	ur_e26_HD_069	4	Sub-paragraph		4.4.2 Local, independent and/or manual operation	884	921	566	15	tiktoken
ur_e26_HD_076	ur_e26_HD_075	5	Sub-sub-paragraph		4.4.2.1 Requirement	886	889	54	54	tiktoken
ur_e26_HD_077	ur_e26_HD_075	5	Sub-sub-paragraph		4.4.2.2 Rationale	890	893	85	85	tiktoken
ur_e26_HD_078	ur_e26_HD_075	5	Sub-sub-paragraph		4.4.2.3 Requirement details	894	901	131	131	tiktoken
ur_e26_HD_079	ur_e26_HD_075	5	Sub-sub-paragraph		4.4.2.4 Demonstration of compliance	902	921	281	281	tiktoken
ur_e26_HD_080	ur_e26_HD_069	4	Sub-paragraph		4.4.3 Network isolation	922	957	512	10	tiktoken
ur_e26_HD_081	ur_e26_HD_080	5	Sub-sub-paragraph		4.4.3.1 Requirement	924	927	27	27	tiktoken
ur_e26_HD_082	ur_e26_HD_080	5	Sub-sub-paragraph		4.4.3.2 Rationale	928	931	60	60	tiktoken
ur_e26_HD_083	ur_e26_HD_080	5	Sub-sub-paragraph		4.4.3.3 Requirement details	932	937	134	134	tiktoken
ur_e26_HD_084	ur_e26_HD_080	5	Sub-sub-paragraph		4.4.3.4 Demonstration of compliance	938	957	281	281	tiktoken
ur_e26_HD_085	ur_e26_HD_069	4	Sub-paragraph		4.4.4 Fallback to a minimal risk condition	958	1001	676	15	tiktoken
ur_e26_HD_086	ur_e26_HD_085	5	Sub-sub-paragraph		4.4.4.1 Requirement	960	963	76	76	tiktoken
ur_e26_HD_087	ur_e26_HD_085	5	Sub-sub-paragraph		4.4.4.2 Rationale	964	969	121	121	tiktoken
ur_e26_HD_088	ur_e26_HD_085	5	Sub-sub-paragraph		4.4.4.3 Requirement details	970	981	150	150	tiktoken
ur_e26_HD_089	ur_e26_HD_085	5	Sub-sub-paragraph		4.4.4.4 Demonstration of compliance	982	1001	314	314	tiktoken
ur_e26_HD_090	ur_e26_HD_015	3	Paragraph		4.5 Recover	1002	1166	2657	39	tiktoken
ur_e26_HD_091	ur_e26_HD_090	4	Sub-paragraph		4.5.1 Recovery plan	1006	1073	1164	10	tiktoken
ur_e26_HD_092	ur_e26_HD_091	5	Sub-sub-paragraph		4.5.1.1 Requirement	1008	1011	67	67	tiktoken
ur_e26_HD_093	ur_e26_HD_091	5	Sub-sub-paragraph		4.5.1.2 Rationale	1012	1019	102	102	tiktoken
ur_e26_HD_094	ur_e26_HD_091	5	Sub-sub-paragraph		4.5.1.3 Requirement details	1020	1041	447	447	tiktoken
ur_e26_HD_095	ur_e26_HD_091	5	Sub-sub-paragraph		4.5.1.4 Demonstration of compliance	1042	1073	538	538	tiktoken
ur_e26_HD_096	ur_e26_HD_090	4	Sub-paragraph		4.5.2 Backup and restore capability	1074	1116	530	12	tiktoken
ur_e26_HD_097	ur_e26_HD_096	5	Sub-sub-paragraph		4.5.2.1 Requirement	1076	1079	52	52	tiktoken
ur_e26_HD_098	ur_e26_HD_096	5	Sub-sub-paragraph		4.5.2.2 Rationale	1080	1083	100	100	tiktoken
ur_e26_HD_099	ur_e26_HD_096	5	Sub-sub-paragraph		4.5.2.3 Requirement details	1084	1097	157	157	tiktoken
ur_e26_HD_100	ur_e26_HD_096	5	Sub-sub-paragraph		4.5.2.4 Demonstration of compliance	1098	1116	209	209	tiktoken
ur_e26_HD_101	ur_e26_HD_090	4	Sub-paragraph		4.5.3 Controlled shutdown, reset, roll-back and restart	1117	1166	924	17	tiktoken
ur_e26_HD_102	ur_e26_HD_101	5	Sub-sub-paragraph		4.5.3.1 Requirement	1119	1124	90	90	tiktoken
ur_e26_HD_103	ur_e26_HD_101	5	Sub-sub-paragraph		4.5.3.2 Rationale	1125	1136	351	351	tiktoken
ur_e26_HD_104	ur_e26_HD_101	5	Sub-sub-paragraph		4.5.3.3 Requirement details	1137	1146	199	199	tiktoken
ur_e26_HD_105	ur_e26_HD_101	5	Sub-sub-paragraph		4.5.3.4 Demonstration of compliance	1147	1166	267	267	tiktoken
ur_e26_HD_106	ur_e26_HD_001	2	Subsection		5. Demonstration of compliance	1167	1265	1733	203	tiktoken
ur_e26_HD_107	ur_e26_HD_106	3	Paragraph		5.1 During design and construction phases	1183	1205	313	86	tiktoken
ur_e26_HD_108	ur_e26_HD_107	4	Sub-paragraph		5.1.1 Zones and conduit diagram	1191	1193	32	32	tiktoken
ur_e26_HD_109	ur_e26_HD_107	4	Sub-paragraph		5.1.2 Cyber security design description (CSDD)	1194	1196	37	37	tiktoken
ur_e26_HD_110	ur_e26_HD_107	4	Sub-paragraph		5.1.3 Vessel asset inventory	1197	1199	28	28	tiktoken
ur_e26_HD_111	ur_e26_HD_107	4	Sub-paragraph		5.1.4 Risk assessment for the exclusion of CBSs	1200	1202	28	28	tiktoken
ur_e26_HD_112	ur_e26_HD_107	4	Sub-paragraph		5.1.5 Description of compensating countermeasures	1203	1205	102	102	tiktoken
ur_e26_HD_113	ur_e26_HD_106	3	Paragraph		5.2 Upon ship commissioning	1206	1233	576	95	tiktoken
ur_e26_HD_114	ur_e26_HD_113	4	Sub-paragraph		5.2.1 Ship cyber resilience test procedure	1213	1233	481	481	tiktoken
ur_e26_HD_115	ur_e26_HD_106	3	Paragraph		5.3 During the operational life of the ship	1234	1265	641	348	tiktoken
ur_e26_HD_116	ur_e26_HD_115	4	Sub-paragraph		5.3.1 First annual survey	1248	1257	167	167	tiktoken
ur_e26_HD_117	ur_e26_HD_115	4	Sub-paragraph		5.3.2 Subsequent annual surveys	1258	1261	41	41	tiktoken
ur_e26_HD_118	ur_e26_HD_115	4	Sub-paragraph		5.3.3 Special survey	1262	1265	85	85	tiktoken
ur_e26_HD_119	ur_e26_HD_001	2	Subsection		6. Risk assessment for exclusion of CBS from the application of requirements	1266	1310	869	16	tiktoken
ur_e26_HD_120	ur_e26_HD_119	3	Paragraph		6.1 Requirement	1268	1271	58	58	tiktoken
ur_e26_HD_121	ur_e26_HD_119	3	Paragraph		6.2 Rationale	1272	1277	138	138	tiktoken
ur_e26_HD_122	ur_e26_HD_119	3	Paragraph		6.3 Requirement details	1278	1293	331	331	tiktoken
ur_e26_HD_123	ur_e26_HD_119	3	Paragraph		6.4 Acceptance criteria	1294	1310	326	326	tiktoken
ur_e26_HD_124	ur_e26_HD_001	2	Subsection		Appendix I – Summary of actions and documents	1311	1339	644	644	tiktoken
ur_e26_HD_125	ur_e26_HD_001	2	Subsection		Appendix II – Summary of requirements and documents	1340	1505	3254	3254	tiktoken
